Coupon_id,early,mid,late
3312,0.0,0.75,0.25
6106,0.0,0.3333333333333333,0.6666666666666666
447,0.0,0.0,1.0
9196,0.3333333333333333,0.3333333333333333,0.3333333333333333
124,0.5,0.5,0.0
1953,0.4,0.0,0.6
8583,0.0,0.0,1.0
5320,0.0,0.0,1.0
7249,0.4,0.4,0.2
10616,1.0,0.0,0.0
13122,0.0,1.0,0.0
8153,0.0,0.0,1.0
5408,0.0,1.0,0.0
11002,0.5384615384615384,0.23076923076923078,0.23076923076923078
307,0.5,0.0,0.5
1773,0.0,0.0,1.0
13180,0.0,1.0,0.0
11698,0.14285714285714285,0.0,0.8571428571428571
10872,0.375,0.0,0.625
4594,0.2777777777777778,0.26666666666666666,0.45555555555555555
7316,0.4,0.0,0.6
718,0.0,1.0,0.0
1695,0.14285714285714285,0.2857142857142857,0.5714285714285714
10481,0.0,0.6666666666666666,0.3333333333333333
10668,0.0,1.0,0.0
5450,0.25,0.0,0.75
13906,0.2,0.6,0.2
8502,0.0,1.0,0.0
9911,0.0,0.5,0.5
3902,1.0,0.0,0.0
5986,0.0,0.0,1.0
6758,1.0,0.0,0.0
8680,0.26595744680851063,0.15425531914893617,0.5797872340425532
13571,0.0,0.5,0.5
5291,0.5,0.0,0.5
1706,1.0,0.0,0.0
2477,0.0,0.5,0.5
747,1.0,0.0,0.0
9296,0.21052631578947367,0.3684210526315789,0.42105263157894735
12024,0.0,1.0,0.0
12386,0.0,0.0,1.0
2495,0.5,0.0,0.5
5085,0.3333333333333333,0.3333333333333333,0.3333333333333333
7364,0.5,0.5,0.0
2789,1.0,0.0,0.0
7746,0.0,1.0,0.0
2129,0.0,0.0,1.0
1987,1.0,0.0,0.0
13929,0.6,0.4,0.0
3250,0.3333333333333333,0.3333333333333333,0.3333333333333333
3656,0.0,0.0,1.0
11578,0.0,0.5,0.5
1104,0.0,0.0,1.0
2249,0.0,1.0,0.0
3408,0.3333333333333333,0.6666666666666666,0.0
4315,0.2857142857142857,0.0,0.7142857142857143
12437,0.3,0.0,0.7
2392,0.5,0.0,0.5
4333,0.0,0.5,0.5
13051,0.0,1.0,0.0
7689,0.0,0.0,1.0
462,1.0,0.0,0.0
4118,0.0,0.0,1.0
10523,1.0,0.0,0.0
470,0.0,0.6,0.4
5321,0.0,1.0,0.0
11058,0.0,0.5,0.5
12274,0.8333333333333334,0.0,0.16666666666666666
15,1.0,0.0,0.0
7980,0.3333333333333333,0.3333333333333333,0.3333333333333333
9441,0.3333333333333333,0.0,0.6666666666666666
2144,0.0,0.0,1.0
282,0.25,0.4166666666666667,0.3333333333333333
10512,0.3333333333333333,0.3333333333333333,0.3333333333333333
8952,0.125,0.0,0.875
448,0.3,0.0,0.7
3819,0.42857142857142855,0.0,0.5714285714285714
12880,0.0,0.5714285714285714,0.42857142857142855
1435,0.5,0.5,0.0
8483,0.3333333333333333,0.0,0.6666666666666666
234,0.0,0.6666666666666666,0.3333333333333333
54,0.6666666666666666,0.0,0.3333333333333333
11534,1.0,0.0,0.0
13328,0.0,0.0,1.0
11376,0.0,0.6,0.4
1412,0.0,0.4444444444444444,0.5555555555555556
8547,0.2,0.0,0.8
3996,0.3076923076923077,0.34615384615384615,0.34615384615384615
11281,0.0,0.0,1.0
13563,0.2857142857142857,0.09523809523809523,0.6190476190476191
7791,0.0,0.0,1.0
4730,0.3333333333333333,0.0,0.6666666666666666
8432,0.0,0.3333333333333333,0.6666666666666666
5041,0.0,0.0,1.0
2545,0.3333333333333333,0.3333333333333333,0.3333333333333333
5904,0.2,0.0,0.8
10628,0.0,0.0,1.0
12192,0.0,0.0,1.0
12420,0.46153846153846156,0.3076923076923077,0.23076923076923078
8173,0.3333333333333333,0.0,0.6666666666666666
1791,0.3333333333333333,0.3333333333333333,0.3333333333333333
3570,0.5,0.0,0.5
11588,0.6666666666666666,0.3333333333333333,0.0
9472,0.4,0.4,0.2
5096,0.0,0.0,1.0
2415,0.0,1.0,0.0
9618,1.0,0.0,0.0
2079,0.16216216216216217,0.0,0.8378378378378378
3711,0.3157894736842105,0.2631578947368421,0.42105263157894735
4165,0.5,0.0,0.5
6388,0.0,0.0,1.0
12454,0.5714285714285714,0.2857142857142857,0.14285714285714285
10177,0.0,1.0,0.0
11280,0.0,0.25,0.75
727,0.3333333333333333,0.6666666666666666,0.0
5426,0.0,0.0,1.0
4044,0.0,1.0,0.0
3140,0.1111111111111111,0.3333333333333333,0.5555555555555556
987,0.0,0.0,1.0
4564,0.5,0.5,0.0
11718,0.0,0.0,1.0
10814,0.0,1.0,0.0
10803,0.0,0.0,1.0
9680,0.0,1.0,0.0
9560,0.5,0.25,0.25
7335,0.16666666666666666,0.3333333333333333,0.5
5458,0.0,1.0,0.0
8876,0.0,1.0,0.0
9380,1.0,0.0,0.0
8977,0.5,0.5,0.0
6245,0.0,1.0,0.0
625,0.5,0.25,0.25
8847,0.2857142857142857,0.7142857142857143,0.0
6841,0.0,1.0,0.0
10975,0.14285714285714285,0.2857142857142857,0.5714285714285714
8906,0.0,1.0,0.0
1235,0.0,1.0,0.0
5076,0.5,0.125,0.375
10212,0.375,0.5,0.125
5714,0.6666666666666666,0.0,0.3333333333333333
12293,0.0,0.3333333333333333,0.6666666666666666
7754,0.3333333333333333,0.4666666666666667,0.2
11604,0.0,0.0,1.0
1624,0.0,0.0,1.0
1093,0.6666666666666666,0.3333333333333333,0.0
1041,0.0,0.0,1.0
7652,0.3333333333333333,0.0,0.6666666666666666
5045,0.5,0.5,0.0
11539,0.4550379198266522,0.2123510292524377,0.3326110509209101
415,0.0,0.0,1.0
12319,0.0,0.0,1.0
12874,0.0,0.0,1.0
10440,0.0,1.0,0.0
12955,0.0,0.0,1.0
279,0.5,0.5,0.0
433,0.0,0.5,0.5
13275,0.0,0.0,1.0
3187,1.0,0.0,0.0
7334,0.0,0.0,1.0
8511,0.5,0.0,0.5
10630,0.6666666666666666,0.3333333333333333,0.0
11364,0.3333333333333333,0.3333333333333333,0.3333333333333333
12429,0.2916666666666667,0.2916666666666667,0.4166666666666667
9580,0.0,0.0,1.0
3660,0.3333333333333333,0.6666666666666666,0.0
11869,0.0,0.0,1.0
7283,0.3333333333333333,0.6666666666666666,0.0
4738,0.0,0.0,1.0
138,0.0,1.0,0.0
12913,0.25,0.0,0.75
7352,0.3333333333333333,0.3333333333333333,0.3333333333333333
8256,1.0,0.0,0.0
6926,0.0,0.5,0.5
387,0.25,0.0,0.75
5830,0.0,1.0,0.0
3728,0.0,0.0,1.0
823,0.4,0.4,0.2
7006,0.3333333333333333,0.6666666666666666,0.0
13232,0.0,0.5,0.5
7175,0.0,1.0,0.0
1620,0.0,0.4,0.6
10263,0.6379310344827587,0.1810344827586207,0.1810344827586207
2201,1.0,0.0,0.0
2443,0.0,0.0,1.0
10651,0.16666666666666666,0.0,0.8333333333333334
2989,0.0,0.0,1.0
6119,0.08333333333333333,0.0,0.9166666666666666
9623,0.0,0.0,1.0
836,0.25,0.0,0.75
6074,0.6666666666666666,0.3333333333333333,0.0
703,0.0,0.5,0.5
9526,0.0,1.0,0.0
6857,1.0,0.0,0.0
8292,0.6666666666666666,0.0,0.3333333333333333
2058,0.0,0.6666666666666666,0.3333333333333333
6555,0.0,0.0,1.0
3802,0.16666666666666666,0.0,0.8333333333333334
1735,0.0,0.6666666666666666,0.3333333333333333
69,0.5,0.0,0.5
13820,0.0,1.0,0.0
1483,0.5,0.0,0.5
12078,0.0,1.0,0.0
13806,0.3684210526315789,0.42105263157894735,0.21052631578947367
9545,0.4,0.5333333333333333,0.06666666666666667
9537,0.0,1.0,0.0
991,0.0,0.0,1.0
586,0.0,0.0,1.0
10244,0.3333333333333333,0.0,0.6666666666666666
10918,0.5,0.5,0.0
112,0.2857142857142857,0.0,0.7142857142857143
3550,0.25,0.5,0.25
12967,0.5,0.5,0.0
2896,0.7142857142857143,0.2857142857142857,0.0
8267,0.0,1.0,0.0
13419,0.42857142857142855,0.14285714285714285,0.42857142857142855
6249,0.0,0.0,1.0
5809,0.3333333333333333,0.0,0.6666666666666666
9962,0.0,1.0,0.0
12125,1.0,0.0,0.0
11500,1.0,0.0,0.0
9581,0.16666666666666666,0.0,0.8333333333333334
11865,1.0,0.0,0.0
13304,0.375,0.125,0.5
11571,0.3333333333333333,0.2857142857142857,0.38095238095238093
12123,0.16666666666666666,0.8333333333333334,0.0
3583,0.2857142857142857,0.2857142857142857,0.42857142857142855
8828,0.3333333333333333,0.16666666666666666,0.5
9882,0.0,0.5,0.5
5663,1.0,0.0,0.0
1508,0.0,1.0,0.0
10725,0.3333333333333333,0.6666666666666666,0.0
6261,1.0,0.0,0.0
11887,1.0,0.0,0.0
7868,0.0,1.0,0.0
9391,0.2857142857142857,0.14285714285714285,0.5714285714285714
1915,1.0,0.0,0.0
468,0.0,0.5,0.5
10012,1.0,0.0,0.0
9357,1.0,0.0,0.0
3207,0.0,0.5,0.5
8203,0.0,0.0,1.0
9354,0.0,0.0,1.0
13782,0.5625,0.1875,0.25
3090,0.5,0.0,0.5
1429,0.0,0.0,1.0
7609,0.125,0.0,0.875
6140,0.0,0.0,1.0
13312,0.0,0.0,1.0
11238,0.0,0.0,1.0
5199,0.18181818181818182,0.0,0.8181818181818182
356,0.4,0.4,0.2
9553,0.3076923076923077,0.46153846153846156,0.23076923076923078
13148,0.0,1.0,0.0
2155,0.0,0.0,1.0
11864,0.5,0.5,0.0
2031,1.0,0.0,0.0
11978,0.0,0.0,1.0
8742,0.4,0.2,0.4
7910,0.0,1.0,0.0
1021,0.2857142857142857,0.42857142857142855,0.2857142857142857
3582,0.0,0.0,1.0
12140,0.0,0.0,1.0
3914,0.0,1.0,0.0
11385,0.0,1.0,0.0
11794,1.0,0.0,0.0
2349,0.3333333333333333,0.0,0.6666666666666666
2702,1.0,0.0,0.0
13543,0.38461538461538464,0.15384615384615385,0.46153846153846156
5092,1.0,0.0,0.0
446,0.22857142857142856,0.42857142857142855,0.34285714285714286
5000,0.25,0.5,0.25
2111,0.5,0.36363636363636365,0.13636363636363635
1931,1.0,0.0,0.0
4786,0.0,0.0,1.0
9670,0.2,0.0,0.8
4195,0.1,0.4,0.5
8974,0.0,0.0,1.0
8527,0.5,0.2,0.3
12766,1.0,0.0,0.0
970,0.6666666666666666,0.3333333333333333,0.0
8681,1.0,0.0,0.0
541,0.0,0.0,1.0
10638,0.14285714285714285,0.2857142857142857,0.5714285714285714
1729,0.3076923076923077,0.0,0.6923076923076923
11175,0.0,0.0,1.0
5064,0.0,1.0,0.0
4823,0.19205298013245034,0.48344370860927155,0.32450331125827814
5415,0.0,0.0,1.0
3478,0.058823529411764705,0.47058823529411764,0.47058823529411764
10363,0.1,0.0,0.9
3288,0.36363636363636365,0.5454545454545454,0.09090909090909091
1314,0.0,0.6666666666666666,0.3333333333333333
13441,0.7894736842105263,0.21052631578947367,0.0
10791,0.25,0.75,0.0
6319,0.0,0.0,1.0
10294,0.0,0.0,1.0
12176,0.0,0.3333333333333333,0.6666666666666666
10653,0.0,0.5,0.5
5471,0.0,1.0,0.0
1556,0.0,1.0,0.0
11582,1.0,0.0,0.0
6109,0.0,0.0,1.0
584,0.5,0.375,0.125
4478,0.0,0.3333333333333333,0.6666666666666666
4269,0.0,0.0,1.0
9248,0.0,0.0,1.0
6038,0.0,0.0,1.0
10449,0.0,1.0,0.0
8899,0.5,0.0,0.5
8600,0.6,0.0,0.4
12852,0.5555555555555556,0.07407407407407407,0.37037037037037035
4117,0.16666666666666666,0.0,0.8333333333333334
12255,0.0,0.3333333333333333,0.6666666666666666
9956,0.5,0.5,0.0
11472,0.5,0.5,0.0
652,0.2857142857142857,0.0,0.7142857142857143
3072,0.4,0.4,0.2
11810,0.6666666666666666,0.0,0.3333333333333333
6548,0.0,1.0,0.0
13171,0.0,1.0,0.0
9701,0.0,1.0,0.0
4366,0.3333333333333333,0.4444444444444444,0.2222222222222222
12830,0.5,0.0,0.5
6127,0.0,0.0,1.0
11608,1.0,0.0,0.0
11068,0.0,0.0,1.0
924,1.0,0.0,0.0
3889,1.0,0.0,0.0
9229,1.0,0.0,0.0
6405,1.0,0.0,0.0
3316,0.06060606060606061,0.0,0.9393939393939394
6179,0.625,0.0,0.375
11367,0.5,0.0,0.5
7879,0.4,0.2,0.4
3733,0.0,0.0,1.0
8798,1.0,0.0,0.0
12614,0.0,1.0,0.0
12993,0.375,0.3125,0.3125
1097,1.0,0.0,0.0
10561,0.2,0.2,0.6
9972,0.25,0.375,0.375
9281,0.0,0.0,1.0
6627,0.0,0.0,1.0
4942,1.0,0.0,0.0
133,0.0,1.0,0.0
11589,0.0,1.0,0.0
3580,0.0,0.0,1.0
4372,0.0,0.3333333333333333,0.6666666666666666
13491,0.0,0.0,1.0
11273,0.3333333333333333,0.5555555555555556,0.1111111111111111
13006,1.0,0.0,0.0
5820,0.16666666666666666,0.375,0.4583333333333333
3642,0.0,0.4093567251461988,0.5906432748538012
8735,0.05714285714285714,0.5142857142857142,0.42857142857142855
4166,0.0,1.0,0.0
12683,0.45161290322580644,0.27419354838709675,0.27419354838709675
13242,0.0,0.375,0.625
13884,0.75,0.0,0.25
5502,1.0,0.0,0.0
11198,0.125,0.25,0.625
3720,0.5,0.0,0.5
8896,0.3333333333333333,0.16666666666666666,0.5
7919,0.0,0.0,1.0
12318,0.0,0.0,1.0
10593,1.0,0.0,0.0
13091,0.0,0.0,1.0
2329,0.5,0.5,0.0
4887,0.0,0.0,1.0
6149,0.0,1.0,0.0
162,0.25,0.125,0.625
10808,0.6666666666666666,0.3333333333333333,0.0
13531,1.0,0.0,0.0
12785,0.2222222222222222,0.6666666666666666,0.1111111111111111
3162,0.42857142857142855,0.2857142857142857,0.2857142857142857
2164,0.45454545454545453,0.2727272727272727,0.2727272727272727
989,1.0,0.0,0.0
3060,0.45454545454545453,0.18181818181818182,0.36363636363636365
10758,0.0,1.0,0.0
12052,0.0,1.0,0.0
2353,1.0,0.0,0.0
9104,0.0,0.6,0.4
6704,0.1,0.6,0.3
5584,0.0,0.0,1.0
10038,0.0,1.0,0.0
6221,0.0,1.0,0.0
2669,0.0,0.0,1.0
5966,0.0,1.0,0.0
7737,0.36363636363636365,0.2727272727272727,0.36363636363636365
3727,1.0,0.0,0.0
11394,0.3333333333333333,0.0,0.6666666666666666
6219,0.0,0.8333333333333334,0.16666666666666666
4951,0.0,0.0,1.0
11391,0.5,0.25,0.25
2188,0.25,0.25,0.5
5621,0.0,0.0,1.0
7587,0.18181818181818182,0.5454545454545454,0.2727272727272727
10853,0.3333333333333333,0.0,0.6666666666666666
5936,0.3333333333333333,0.3333333333333333,0.3333333333333333
12297,0.75,0.0,0.25
9119,0.16666666666666666,0.3333333333333333,0.5
9602,0.0,1.0,0.0
13463,0.3333333333333333,0.6666666666666666,0.0
4469,1.0,0.0,0.0
11091,0.16666666666666666,0.0,0.8333333333333334
2889,0.3333333333333333,0.0,0.6666666666666666
8553,0.5,0.0,0.5
3098,0.2,0.0,0.8
5857,0.3333333333333333,0.3333333333333333,0.3333333333333333
9683,0.3333333333333333,0.0,0.6666666666666666
3507,0.0,0.37735849056603776,0.6226415094339622
2926,0.5,0.5,0.0
2019,0.05,0.5,0.45
7664,0.75,0.0,0.25
11754,0.0,0.0,1.0
10534,0.6,0.4,0.0
7207,0.6666666666666666,0.3333333333333333,0.0
12970,0.0,0.0,1.0
3935,0.0,0.5,0.5
1918,0.0,0.0,1.0
6517,0.0,0.0,1.0
6512,0.0,0.0,1.0
12347,0.0,0.0,1.0
8172,0.20689655172413793,0.0,0.7931034482758621
1882,0.0,0.0,1.0
13835,0.0,1.0,0.0
160,0.0,0.8,0.2
8017,0.3333333333333333,0.0,0.6666666666666666
11835,1.0,0.0,0.0
7805,0.0,0.0,1.0
13270,0.0,1.0,0.0
8394,0.0,0.3333333333333333,0.6666666666666666
7921,0.5,0.0,0.5
13860,0.0,1.0,0.0
4701,0.0,0.0,1.0
8126,0.0,0.5,0.5
12088,0.0,0.0,1.0
1932,0.5,0.5,0.0
3379,0.0,0.0,1.0
4020,0.5,0.0,0.5
11824,0.2524271844660194,0.0,0.7475728155339806
7523,0.0,0.6666666666666666,0.3333333333333333
6282,0.5,0.0,0.5
7038,0.09090909090909091,0.0,0.9090909090909091
10926,0.0,1.0,0.0
13021,0.0,0.0,1.0
1764,0.0,1.0,0.0
7239,0.07692307692307693,0.0,0.9230769230769231
6754,0.5,0.0,0.5
3577,1.0,0.0,0.0
3063,0.0,1.0,0.0
5575,1.0,0.0,0.0
8446,0.0,0.0,1.0
1563,0.09615384615384616,0.0,0.9038461538461539
5582,0.2616279069767442,0.31976744186046513,0.4186046511627907
8732,0.19444444444444445,0.3888888888888889,0.4166666666666667
4271,0.0,0.5,0.5
5464,0.5,0.5,0.0
4310,0.75,0.25,0.0
9919,0.0,0.0,1.0
3449,1.0,0.0,0.0
8300,0.5,0.25,0.25
9745,0.0,0.0,1.0
5550,0.0,1.0,0.0
5326,1.0,0.0,0.0
1971,0.5,0.5,0.0
1054,0.5,0.5,0.0
692,0.3333333333333333,0.3333333333333333,0.3333333333333333
1345,0.0,0.5,0.5
6374,0.0,0.0,1.0
951,0.0,1.0,0.0
1277,1.0,0.0,0.0
12684,0.0,0.5,0.5
13342,0.0,0.0,1.0
13374,0.3076923076923077,0.46153846153846156,0.23076923076923078
8849,0.6666666666666666,0.3333333333333333,0.0
6156,0.25,0.0,0.75
4080,0.14285714285714285,0.5714285714285714,0.2857142857142857
11860,0.5081967213114754,0.18032786885245902,0.3114754098360656
6661,0.6666666666666666,0.0,0.3333333333333333
1501,0.0,0.0,1.0
4224,0.0,1.0,0.0
9134,0.3333333333333333,0.6666666666666666,0.0
2496,1.0,0.0,0.0
13044,0.5,0.0,0.5
6469,0.5,0.0,0.5
7368,0.0,0.0,1.0
5874,0.0,0.0,1.0
5886,0.5,0.0,0.5
10810,0.0,1.0,0.0
1482,0.0,0.0,1.0
9191,0.5,0.5,0.0
4196,1.0,0.0,0.0
4199,0.0,0.0,1.0
10637,0.47058823529411764,0.29411764705882354,0.23529411764705882
12045,0.25,0.5,0.25
3541,0.5,0.5,0.0
6801,0.0,1.0,0.0
13793,0.0,0.42857142857142855,0.5714285714285714
6310,0.0,1.0,0.0
11501,0.82,0.08,0.1
7645,0.0,0.47368421052631576,0.5263157894736842
6325,0.0,0.5,0.5
8389,0.0,0.5,0.5
12315,0.0,0.16666666666666666,0.8333333333333334
4889,0.0,0.5,0.5
1609,0.0,0.0,1.0
636,0.5,0.5,0.0
5849,0.0,0.3333333333333333,0.6666666666666666
3247,0.3333333333333333,0.0,0.6666666666666666
808,0.6363636363636364,0.09090909090909091,0.2727272727272727
9057,1.0,0.0,0.0
423,0.3333333333333333,0.16666666666666666,0.5
3402,0.0,1.0,0.0
8607,0.25,0.25,0.5
4833,0.0,1.0,0.0
539,1.0,0.0,0.0
12137,0.0,0.0,1.0
5366,0.3333333333333333,0.3333333333333333,0.3333333333333333
3358,0.5,0.0,0.5
9930,0.0,1.0,0.0
2630,0.0,0.0,1.0
13916,0.3076923076923077,0.38461538461538464,0.3076923076923077
13371,0.25,0.0,0.75
6124,0.25,0.75,0.0
3726,0.5357142857142857,0.2857142857142857,0.17857142857142858
6111,0.0,0.8333333333333334,0.16666666666666666
5515,0.0,0.0,1.0
9094,0.2,0.0,0.8
2774,0.0,0.5,0.5
6007,0.5,0.0,0.5
11213,1.0,0.0,0.0
10728,0.0,1.0,0.0
8119,0.0,0.0,1.0
9508,0.5,0.5,0.0
663,0.0,0.0,1.0
4429,0.0,1.0,0.0
3801,0.0,0.0,1.0
7947,0.0,0.3333333333333333,0.6666666666666666
4305,0.0,0.0,1.0
9274,0.3617021276595745,0.19148936170212766,0.44680851063829785
3770,0.0,1.0,0.0
5773,0.3333333333333333,0.3333333333333333,0.3333333333333333
12372,0.0,0.5,0.5
9585,0.1111111111111111,0.2222222222222222,0.6666666666666666
6308,1.0,0.0,0.0
2773,0.0,0.0,1.0
7194,0.2,0.4,0.4
11673,0.2857142857142857,0.42857142857142855,0.2857142857142857
5615,0.5,0.16666666666666666,0.3333333333333333
8509,0.0,0.0,1.0
1334,1.0,0.0,0.0
11632,1.0,0.0,0.0
3105,0.0,0.5,0.5
1613,0.4732142857142857,0.26785714285714285,0.25892857142857145
13471,0.4,0.4,0.2
11063,0.41379310344827586,0.22413793103448276,0.3620689655172414
11050,0.25,0.125,0.625
13995,0.0,0.6666666666666666,0.3333333333333333
1565,0.0,0.0,1.0
3251,0.5,0.5,0.0
4874,0.2,0.6,0.2
3605,0.32,0.56,0.12
7323,0.25,0.16666666666666666,0.5833333333333334
2977,0.4,0.4,0.2
11787,0.5,0.0,0.5
10960,0.0,0.0,1.0
13473,0.0,0.75,0.25
4086,0.0,0.0,1.0
5845,0.0,1.0,0.0
6173,0.3333333333333333,0.6666666666666666,0.0
10770,0.0,0.75,0.25
4540,1.0,0.0,0.0
12523,1.0,0.0,0.0
6886,0.0,0.6666666666666666,0.3333333333333333
12738,0.0,0.0,1.0
3649,0.0,0.0,1.0
1357,0.0,1.0,0.0
6118,0.5,0.0,0.5
933,0.2549019607843137,0.0,0.7450980392156863
8592,0.3076923076923077,0.34615384615384615,0.34615384615384615
9493,0.14285714285714285,0.5714285714285714,0.2857142857142857
8362,0.16666666666666666,0.3333333333333333,0.5
1635,0.0,0.5714285714285714,0.42857142857142855
9932,0.0,0.2857142857142857,0.7142857142857143
11734,1.0,0.0,0.0
11897,0.0,1.0,0.0
3126,1.0,0.0,0.0
11162,0.0,0.0,1.0
13775,0.6666666666666666,0.0,0.3333333333333333
7460,0.6666666666666666,0.3333333333333333,0.0
9007,0.0,0.5,0.5
1476,0.0,0.8571428571428571,0.14285714285714285
13063,0.5,0.0,0.5
4430,1.0,0.0,0.0
12666,0.3333333333333333,0.3333333333333333,0.3333333333333333
7370,0.4,0.4,0.2
187,0.0,1.0,0.0
13094,0.0,0.75,0.25
2000,0.0,0.0,1.0
11154,0.0,0.0,1.0
441,0.0,0.5,0.5
11870,0.0,0.0,1.0
7612,1.0,0.0,0.0
2390,0.0,0.0,1.0
10424,0.5,0.25,0.25
2035,0.0,0.0,1.0
8290,0.0,0.0,1.0
11796,0.25,0.0,0.75
7589,0.25,0.25,0.5
10475,0.0,0.5,0.5
10000,0.1111111111111111,0.4444444444444444,0.4444444444444444
3548,0.0,0.0,1.0
11214,0.25,0.625,0.125
12729,0.3333333333333333,0.0,0.6666666666666666
8142,0.25,0.0,0.75
11028,0.32142857142857145,0.25,0.42857142857142855
3747,0.0,0.0,1.0
6037,0.0,0.5,0.5
2522,0.0,0.3333333333333333,0.6666666666666666
8842,0.3333333333333333,0.3333333333333333,0.3333333333333333
13657,0.0,1.0,0.0
4317,0.5,0.0,0.5
11161,0.6666666666666666,0.16666666666666666,0.16666666666666666
13457,0.0,0.5,0.5
10874,0.0,1.0,0.0
8516,0.0,0.0,1.0
2596,0.125,0.0,0.875
2821,0.0,0.5,0.5
959,1.0,0.0,0.0
4373,0.2857142857142857,0.38095238095238093,0.3333333333333333
2840,0.20588235294117646,0.47058823529411764,0.3235294117647059
9469,0.25,0.625,0.125
13291,0.25,0.0,0.75
10838,0.0,0.5,0.5
11344,0.09090909090909091,0.5454545454545454,0.36363636363636365
13366,0.0,0.0,1.0
7775,0.5,0.5,0.0
3272,0.25,0.25,0.5
5510,0.0,1.0,0.0
2954,0.5,0.0,0.5
5135,0.5,0.0,0.5
7300,0.0,0.0,1.0
4300,1.0,0.0,0.0
9926,0.0,0.0,1.0
980,0.0,0.0,1.0
528,0.0,1.0,0.0
11663,0.6666666666666666,0.3333333333333333,0.0
98,0.6666666666666666,0.0,0.3333333333333333
5190,0.0,1.0,0.0
188,0.5,0.0,0.5
10834,0.0,0.0,1.0
13978,0.0,1.0,0.0
12034,0.4631992149165849,0.2325809617271835,0.3042198233562316
466,0.27979274611398963,0.0,0.7202072538860104
1141,0.5217391304347826,0.43478260869565216,0.043478260869565216
8641,0.42857142857142855,0.0,0.5714285714285714
8777,0.30434782608695654,0.0,0.6956521739130435
4829,0.14285714285714285,0.0,0.8571428571428571
8562,0.0,0.75,0.25
8710,0.0,1.0,0.0
4607,0.25,0.5,0.25
12688,0.0,0.0,1.0
5152,0.5,0.5,0.0
4769,0.0,0.0,1.0
5378,0.3333333333333333,0.0,0.6666666666666666
7649,0.375,0.375,0.25
8492,0.0,0.5,0.5
13489,0.0,0.0,1.0
11197,0.21487603305785125,0.33884297520661155,0.4462809917355372
11263,0.0,0.0,1.0
13665,0.08333333333333333,0.0,0.9166666666666666
6929,0.18181818181818182,0.2727272727272727,0.5454545454545454
5662,0.0,1.0,0.0
1519,0.0,0.0,1.0
3352,0.4,0.25,0.35
2676,1.0,0.0,0.0
8846,0.0,0.0,1.0
9300,1.0,0.0,0.0
6057,0.0,0.0,1.0
5712,0.0,0.0,1.0
9001,0.0,1.0,0.0
5701,0.16666666666666666,0.5,0.3333333333333333
4389,0.0,0.0,1.0
13235,0.0,0.0,1.0
11809,0.0,1.0,0.0
107,0.0,1.0,0.0
11077,0.0,1.0,0.0
2396,0.5,0.0,0.5
3771,1.0,0.0,0.0
12833,0.0,0.25,0.75
7325,0.3333333333333333,0.3333333333333333,0.3333333333333333
3003,1.0,0.0,0.0
7399,0.2,0.6,0.2
9866,0.6666666666666666,0.3333333333333333,0.0
4702,0.0,0.0,1.0
